<=50K,53,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States
<=50K,44,Private,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
<=50K,41,State-gov,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
<=50K,29,Private,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States
<=50K,25,Private,10,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,0,40,United-States
<=50K,18,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,30,
>50K,47,Private,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,60,Honduras
>50K,50,Federal-gov,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States
<=50K,47,Self-emp-inc,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States
>50K,43,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
<=50K,46,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico
<=50K,35,Private,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Puerto-Rico
<=50K,41,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States
<=50K,30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,40,United-States
<=50K,30,Private,13,Married-civ-spouse,Sales,Husband,White,Male,2407,0,40,United-States
<=50K,32,,4,Married-spouse-absent,,Not-in-family,White,Male,0,0,40,
<=50K,48,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
>50K,42,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
<=50K,29,Private,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,58,United-States
<=50K,36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
<=50K,28,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
>50K,53,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
>50K,49,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
<=50K,25,,10,Never-married,,Own-child,White,Male,0,0,40,United-States
<=50K,19,Private,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,32,United-States
<=50K,31,Private,13,Separated,Sales,Own-child,Black,Female,0,0,40,United-States
>50K,29,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States
<=50K,23,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
<=50K,79,Private,10,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,20,United-States
<=50K,27,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,40,Mexico
<=50K,40,Private,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
<=50K,67,,6,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States
<=50K,18,Private,7,Never-married,Other-service,Own-child,White,Female,0,0,22,United-States
<=50K,31,Local-gov,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
<=50K,18,Private,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States
<=50K,52,Private,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Cuba
<=50K,46,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States
<=50K,59,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States
>50K,44,Private,9,Divorced,Craft-repair,Not-in-family,White,Female,14344,0,40,United-States
<=50K,53,Private,9,Divorced,Sales,Own-child,White,Female,0,0,35,United-States
>50K,49,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
<=50K,33,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
<=50K,30,Private,5,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
>50K,43,Federal-gov,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
<=50K,57,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
<=50K,37,Private,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States
<=50K,28,Private,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,25,United-States
<=50K,30,Private,9,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,1573,35,
>50K,34,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
<=50K,29,Local-gov,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States
>50K,48,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United-States
>50K,37,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States
<=50K,48,Private,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,England
<=50K,32,Federal-gov,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States
>50K,76,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
>50K,44,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States
<=50K,47,Self-emp-not-inc,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
<=50K,20,Private,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States
<=50K,29,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
>50K,32,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States
<=50K,17,,6,Never-married,,Own-child,White,Female,34095,0,32,United-States
<=50K,30,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
<=50K,31,Local-gov,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
<=50K,42,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
<=50K,24,Private,13,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States
>50K,38,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
>50K,56,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1887,50,Canada
<=50K,28,Private,10,Married-civ-spouse,Sales,Wife,White,Female,4064,0,25,United-States
<=50K,36,Private,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States
<=50K,53,Private,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States
<=50K,56,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
>50K,49,Local-gov,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States
<=50K,55,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States
<=50K,22,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,41,United-States
<=50K,21,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
<=50K,40,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
<=50K,30,Private,13,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,Germany
>50K,29,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
<=50K,19,Private,10,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States
>50K,47,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
<=50K,20,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,1719,28,United-States
>50K,31,Private,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
<=50K,35,,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States
<=50K,39,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
<=50K,28,Private,12,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States
<=50K,24,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,1762,40,United-States
<=50K,38,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,35,United-States
<=50K,37,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
<=50K,46,Private,12,Divorced,Tech-support,Not-in-family,Black,Female,0,0,36,United-States
>50K,38,Federal-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran
<=50K,43,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
<=50K,27,Private,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States
<=50K,20,Private,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States
>50K,49,Private,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
<=50K,61,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
<=50K,27,Private,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
<=50K,19,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,30,Mexico
>50K,45,Private,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,40,United-States
<=50K,70,Private,10,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States
<=50K,31,Private,9,Never-married,Transport-moving,Unmarried,Black,Female,0,0,30,United-States
<=50K,22,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,24,United-States
<=50K,36,Private,9,Widowed,Other-service,Unmarried,White,Female,0,0,24,United-States
<=50K,64,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2179,40,United-States
<=50K,43,,10,Divorced,,Not-in-family,White,Female,0,0,40,United-States
<=50K,47,Local-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,Mexico
<=50K,34,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
<=50K,33,Private,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines
<=50K,21,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States
>50K,52,,9,Divorced,,Not-in-family,White,Male,0,0,45,United-States
<=50K,48,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States
<=50K,23,Private,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
<=50K,71,Self-emp-not-inc,10,Separated,Sales,Unmarried,Black,Male,0,1816,2,United-States
<=50K,29,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States
<=50K,42,Private,13,Separated,Other-service,Other-relative,Black,Male,0,0,50,United-States
<=50K,68,,2,Divorced,,Not-in-family,White,Female,0,0,20,United-States
<=50K,25,Private,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States
<=50K,44,Self-emp-inc,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States
<=50K,28,Private,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,England
>50K,45,Self-emp-not-inc,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
<=50K,36,Private,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,Mexico
<=50K,39,Federal-gov,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States
<=50K,46,State-gov,14,Widowed,Protective-serv,Unmarried,White,Male,0,0,40,United-States
<=50K,18,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States
<=50K,66,Local-gov,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States
<=50K,27,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,1980,40,United-States
<=50K,28,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
>50K,51,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States
<=50K,27,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
>50K,28,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
<=50K,27,Private,9,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,25,United-States
<=50K,21,Private,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States
<=50K,34,Private,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States
<=50K,18,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States
<=50K,33,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States
>50K,44,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,38,United-States
<=50K,43,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
<=50K,30,Private,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States
>50K,40,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico
>50K,37,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States
<=50K,34,Private,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States
<=50K,41,Self-emp-not-inc,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
<=50K,53,,13,Divorced,,Not-in-family,White,Female,0,0,50,United-States
<=50K,31,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States
>50K,58,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States
<=50K,38,Private,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,28,United-States
<=50K,24,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
<=50K,41,Local-gov,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States
<=50K,47,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States
<=50K,41,Federal-gov,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,24,United-States
<=50K,23,Private,3,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,40,Mexico
<=50K,36,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
>50K,40,Federal-gov,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,55,United-States
>50K,35,Private,14,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,7298,0,40,United-States
<=50K,24,Self-emp-not-inc,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
<=50K,26,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States
<=50K,19,,9,Never-married,,Own-child,White,Male,0,0,40,Italy
>50K,51,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
<=50K,42,Local-gov,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,1340,40,United-States
<=50K,37,State-gov,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States
<=50K,18,Private,7,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
>50K,36,Private,13,Married-civ-spouse,Other-service,Husband,Black,Male,7298,0,36,United-States
<=50K,35,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States
>50K,58,Self-emp-inc,9,Married-civ-spouse,Sales,Wife,White,Female,15024,0,35,United-States
<=50K,17,Private,7,Never-married,Sales,Own-child,White,Female,0,0,12,United-States
<=50K,44,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
>50K,37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
<=50K,35,Private,10,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States
<=50K,60,Private,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
>50K,54,Self-emp-inc,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
>50K,37,Private,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,60,United-States
<=50K,50,Private,12,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
<=50K,38,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Poland
<=50K,45,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
<=50K,25,Private,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
<=50K,31,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
<=50K,64,,2,Divorced,,Not-in-family,White,Male,0,0,40,United-States
<=50K,90,Private,9,Never-married,Other-service,Not-in-family,Black,Male,0,2206,40,United-States
<=50K,54,Private,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,20,United-States
<=50K,53,Local-gov,1,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States
<=50K,18,Private,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
<=50K,60,,6,Divorced,,Not-in-family,Amer-Indian-Eskimo,Female,0,0,10,United-States
<=50K,66,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1409,0,50,United-States
<=50K,75,Private,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,Columbia
<=50K,65,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
<=50K,35,Private,7,Separated,Transport-moving,Not-in-family,Black,Male,3674,0,40,United-States
<=50K,41,Private,9,Divorced,Sales,Unmarried,Black,Female,0,0,38,United-States
<=50K,25,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,42,United-States
<=50K,33,Private,10,Divorced,Craft-repair,Other-relative,Other,Female,0,0,40,United-States
>50K,28,Private,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States
<=50K,59,State-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
<=50K,40,State-gov,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States
>50K,41,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Iran
>50K,38,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States
<=50K,23,Private,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
>50K,40,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
<=50K,41,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,United-States
<=50K,24,State-gov,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States
<=50K,20,,10,Never-married,,Own-child,White,Male,0,0,20,United-States
<=50K,38,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,0,1741,40,United-States
<=50K,56,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,
>50K,58,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States
<=50K,32,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,34,United-States
>50K,40,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,60,United-States
<=50K,45,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,
>50K,41,Private,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
<=50K,42,Private,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States
<=50K,59,Local-gov,6,Widowed,Other-service,Unmarried,Black,Female,0,0,30,United-States
<=50K,19,Local-gov,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
<=50K,58,Private,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,20,United-States
>50K,42,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia
<=50K,20,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
<=50K,32,Private,9,Separated,Other-service,Not-in-family,White,Female,0,0,30,United-States
<=50K,45,Private,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States
<=50K,50,Private,4,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
<=50K,36,Private,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States
<=50K,45,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
<=50K,17,Private,7,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States
<=50K,59,Private,10,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,United-States
<=50K,26,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
>50K,37,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,75,Thailand
<=50K,19,,10,Never-married,,Own-child,White,Male,0,0,24,Canada
>50K,64,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
<=50K,33,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
>50K,33,Private,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States
>50K,61,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
<=50K,17,Private,5,Never-married,Other-service,Own-child,White,Male,1055,0,24,United-States
<=50K,50,Self-emp-not-inc,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,2407,0,98,United-States
<=50K,27,Local-gov,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,35,United-States
<=50K,30,Private,9,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States
<=50K,43,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States
>50K,44,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States
<=50K,35,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
<=50K,25,Private,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States
>50K,24,Private,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,48,United-States
<=50K,22,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,Germany
>50K,42,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States
<=50K,34,Private,12,Divorced,Sales,Unmarried,Black,Female,0,0,45,United-States
<=50K,60,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,42,United-States
<=50K,21,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
>50K,57,Federal-gov,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States
>50K,41,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
<=50K,50,Private,10,Divorced,Other-service,Not-in-family,White,Male,0,0,45,United-States
<=50K,25,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
<=50K,50,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Ecuador
<=50K,36,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
